PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
00XXM,3r1br1/Qpqk1p2/p1p1p2p/3nP3/8/2P1NP1N/PP6/1K1R3R b - - 3 25,f8e7 c3c4 b7b6 a7c7 d7c7 c4d5,1741,72,95,7374,advantage long middlegame pin,https://lichess.org/Pd55n9kL/black#50,
00XZR,8/2p5/p1n5/1pP1p2k/1P1p4/P2P3P/5P2/R4KRq b - - 9 34,h1h3 f1e2 e5e4 g1h1 e4d3 e2d2,1678,75,91,453,crushing defensiveMove endgame long pin,https://lichess.org/cvl7Zq2b/black#68,
00XbN,6k1/R4p1p/6P1/3p4/8/2b5/1r2rBPP/5RK1 b - - 0 26,e2f2 g6f7 g8f8 a7a8,2033,74,91,1822,advancedPawn advantage endgame short,https://lichess.org/RsJhaWfC/black#52,
00Xfn,rn4k1/pp1q1r2/2pp2B1/3P4/2PB2b1/8/P2K1PP1/7R b - - 1 21,c6d5 h1h8,1436,90,75,318,mate mateIn1 middlegame oneMove,https://lichess.org/UcRGVasb/black#42,
00Xiu,8/pp3Q1p/1n2B1pk/8/6Pq/7P/PPP2P2/2K5 w - - 10 31,f2f4 h4e1,608,84,79,144,endgame mate mateIn1 oneMove,https://lichess.org/cVckB6RZ#61,
00XoP,6r1/p6k/1p4rp/3q1Q2/8/P7/4Rp1P/5R1K w - - 0 37,f5d5 g6g1 f1g1 f2g1q,674,87,75,58,advancedPawn endgame mate mateIn2 promotion queenRookEndgame short,https://lichess.org/KLJMqvTZ#73,
00Xop,r2q1rk1/2p2nbp/1B1p2p1/4p1N1/4P1P1/1bN4P/PP1Q1P2/2KR3R w - - 0 18,b6c7 d8c7 a2b3 f7g5,2499,81,89,659,crushing hangingPiece master middlegame short,https://lichess.org/Bw3qJ0LJ#35,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
00Xp9,r2r2k1/p4ppp/1p6/N1p1n3/4n3/P3P3/1P2BPPP/1R1R2K1 w - - 0 20,a5c4 e5c4 e2c4 e4d2,1955,114,88,22,crushing master middlegame short,https://lichess.org/y5EZvhc9#39,
00Xr8,6k1/pp1n3p/2p1bppb/2q1p3/2P1P3/1PQN1PPP/PB4BK/8 b - - 5 25,c5e3 b2c1 e3d4 c3d4 e5d4 c1h6,1584,75,89,240,crushing long middlegame,https://lichess.org/mvexWrte/black#50,
00Y1c,5rk1/Q4p2/5p1p/2q5/8/8/P1r2PPP/3RR1K1 w - - 4 23,a7d7 c5f2 g1h1 f2g2,822,77,100,371,endgame mate mateIn2 short,https://lichess.org/T4YH4yAb#45,
00Y5Q,rnbq1rk1/pp2b2p/4p2p/3p1p1Q/2pP4/P1N5/1PP1PPPP/2KR1BNR w - - 0 11,h5h6 e7g5 h6g5 d8g5,880,87,94,806,crushing fork opening short,https://lichess.org/56Atk60f#21,Richter-Veresov_Attack Richter-Veresov_Attack_Other_variations
00YCP,2k3nr/1ppr2pp/p3pp2/2b5/5P2/1N2nN2/PP4PP/1RB1R1K1 b - - 3 15,c5a7 c1e3 a7e3 e1e3,895,78,89,333,advantage middlegame short,https://lichess.org/UMVnTZ8x/black#30,Englund_Gambit Englund_Gambit_Other_variations
00YHj,5k2/1p6/8/4p2B/1R2Pp1p/3r1KpP/8/8 w - - 1 50,f3e2 d3e3 e2f1 f4f3 h5f3 e3f3,2152,80,91,7035,crushing endgame long,https://lichess.org/BqUcvzk5#99,
00YMX,r5k1/1p2pp2/p2p3B/3P1P2/2P1P3/3p3Q/Pq6/R4K2 w - - 0 29,h3g4 g8h7 a1e1 h7h6,1608,209,100,11,defensiveMove endgame equality short,https://lichess.org/78vTggqs#57,
00YYk,2kr2r1/1p1q3p/p1nb4/2p1p3/2N1R3/3P1QP1/PPP5/R1B3K1 b - - 4 22,d8f8 f3f8 g8f8 c4b6 c8c7 b6d7,2064,74,91,642,advantage fork long middlegame sacrifice,https://lichess.org/zIkElcfI/black#44,
00YbG,8/7p/3k2p1/p5P1/P2K4/8/8/8 b - - 4 47,d6c6 d4c4 c6d6 c4b5,1752,80,66,55,crushing endgame pawnEndgame short zugzwang,https://lichess.org/onsKQucl/black#94,
00YbZ,b6k/8/6p1/4q2p/1Q3r1P/P1N3R1/1PP3PK/8 w - - 3 35,b4b6 f4h4 h2g1 e5e1,1302,75,95,3137,endgame mate mateIn2 pin short,https://lichess.org/gzVgXweE#69,
00Ybq,2rr4/4kp2/p3p2q/1p3nNP/3PQP2/P1N5/1P3K2/6R1 b - - 0 34,d8d4 e4b7 d4d7 b7c8,1144,77,96,1775,crushing fork middlegame short,https://lichess.org/TunHPHtZ/black#68,
00Ydr,r2qkb1r/p2p2pb/1p1PpN2/2p1Pp2/2P2P1P/4K3/PP2B1P1/3Q3R b kq - 2 21,g7f6 e2h5 h7g6 h5g6,1076,89,80,34,mate mateIn2 middlegame short,https://lichess.org/3hQsr2bX/black#42,
00YeV,r2qr1k1/ppp2ppp/2nbp3/5b2/3P4/2P1BN2/P1PQBPPP/3R1RK1 b - - 7 11,d8f6 e3g5 f6g6 f3h4 h7h6 h4g6,1385,75,80,157,crushing long middlegame trappedPiece,https://lichess.org/wqxB0iyn/black#22,Scandinavian_Defense Scandinavian_Defense_Marshall_Variation
00Ygn,5rk1/p3Rp1p/5pp1/np1q4/r2P4/2P2N2/PQ3PPP/2R3K1 w - - 4 22,e7a7 a5c4 a7a4 c4b2,1355,75,92,493,crushing middlegame short,https://lichess.org/B6LsArpZ#43,
00YhS,7K/8/8/5p2/4kP2/8/6P1/8 w - - 1 62,g2g3 e4f3 h8g7 f3g3 g7f6 g3f4,982,107,68,40,crushing endgame long pawnEndgame,https://lichess.org/JnQJMMAX#123,
00Yjy,6k1/5p1p/B2bp2q/5p2/6rP/1P4P1/1Q3P2/5R1K w - - 3 34,f1d1 g4h4 g3h4 h6h4 h1g2 h4g4 g2f1 g4d1,2019,78,68,55,crushing endgame exposedKing fork sacrifice veryLong,https://lichess.org/f0Kyo2Fh#67,
00Yqw,1Qbk1b1r/4rpp1/p1BP3p/8/3q4/6P1/1PP3PP/1K5R b - - 0 33,e7d7 c6d7 d4c5 d7c8,1878,75,68,51,crushing middlegame pin short,https://lichess.org/bJncxL9v/black#66,
00Yuf,5rk1/n1q2ppp/1p1bpn2/1B1p1b2/NP1P4/P3PN2/3B1PPP/3Q1RK1 w - - 0 19,b5e2 f5c2 d1a1 c2a4,2004,72,95,11652,advantage interference middlegame short,https://lichess.org/1vvu6Sdh#37,Slav_Defense Slav_Defense_Quiet_Variation
00Z8S,8/5p2/4p1k1/4P3/8/1R4Pn/1P2Kp2/5N1r w - - 2 46,b3f3 h3g1 e2f2 g1f3,1515,199,50,12,crushing endgame fork short,https://lichess.org/9gYe3YHy#91,
00ZAn,rnbqk1nr/ppp1b1pp/3p4/4p3/2B1P3/5N2/PPPP2PP/RNBQK2R w KQkq - 0 6,f3e5 d6e5 d1h5 g7g6 h5e5 g8f6,1767,75,83,137,advantage hangingPiece long opening,https://lichess.org/uS929Njx#11,Kings_Gambit Kings_Gambit_Other_variations
00ZDZ,8/pp4k1/2p3p1/3nRr2/3P1Pp1/2P3K1/PP6/5R2 w - - 3 36,g3g4 f5e5 d4e5 d5e3 g4f3 e3f1,1637,75,99,678,advantage endgame fork long,https://lichess.org/G2FHAUMb#71,
00ZEW,r1b5/pppqNkp1/3p3p/6rn/1PP2p1N/P5P1/4Q2P/4RRK1 b - - 3 22,g5e5 e2h5 e5h5 f1f4 f7e8 e7g6,2391,79,91,1456,advantage discoveredAttack long middlegame pin sacrifice,https://lichess.org/cjMxj5uZ/black#44,
00ZEc,1r3bk1/5p2/3P1qRP/r1n1p3/ppB5/P2Q1P2/1PP5/1K6 b - - 0 35,g8h7 g6g7 h7h6 d3h7,1923,73,96,13252,doubleCheck mate mateIn2 middlegame short,https://lichess.org/7IfLNNVB/black#70,
00ZK8,r1bq1b1r/pp3kpp/3p1n2/3Q4/2n1P3/5N2/PP3PPP/RNB1K2R b KQ - 1 10,c8e6 f3g5 f7g6 d5e6,2393,75,82,325,advantage deflection opening short,https://lichess.org/NOQlRyAF/black#20,Sicilian_Defense Sicilian_Defense_Old_Sicilian
00ZKw,rn1q1r1k/ppp5/1b2ppQ1/6B1/8/2P5/PP4PP/RN3R1K w - - 2 18,f1f6 d8d1 f6f1 f8f1,988,98,54,31,backRankMate mate mateIn2 middlegame short,https://lichess.org/eyMv5HY5#35,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
00ZPK,5r2/R2R1pk1/P7/5pp1/8/1KP5/5r2/8 b - - 0 44,g5g4 d7f7 f8f7 a7f7 g7f7 a6a7,800,84,93,1040,advancedPawn advantage endgame long master rookEndgame sacrifice,https://lichess.org/Y6yYxIcG/black#88,
00ZSZ,3r4/6pp/pNnNpk2/1p6/3pR3/8/PPP2PPK/8 w - - 4 32,e4f4 f6e5 d6f7 e5f4 f7d8 c6d8,1097,79,93,931,advantage defensiveMove endgame long,https://lichess.org/66DBsV70#63,
00ZWD,6k1/4bpp1/1q2p3/p2pP1N1/3P3P/1P1Q2K1/5P2/8 b - - 0 33,b6b4 d3h7 g8f8 h7h8,706,77,93,223,endgame mate mateIn2 short,https://lichess.org/2rMTqooF/black#66,
00ZWf,r1b2bnr/ppQp3p/2n2q1k/6pP/2B1P3/3P4/PPP2PP1/RNB1K2R w KQ - 1 11,c2c3 f8d6 c7d6 f6d6,1461,74,96,4294,crushing middlegame short trappedPiece,https://lichess.org/bFAkQOCQ#21,Kings_Pawn_Game Kings_Pawn_Game_Damiano_Defense
00ZeT,1Q1k4/4r3/2q4p/2p1pp1P/2Bb4/1P6/P6K/4R3 b - - 4 43,d8d7 c4b5 c6b5 b8b5,1396,75,96,19737,crushing endgame pin short,https://lichess.org/c6iAy1Zc/black#86,
00Zh6,r1bqkn1r/ppb1n1pp/2p1pB2/4N3/3PN3/3B4/PPPQ1PPP/R3K2R b KQkq - 0 12,g7f6 e4f6,929,76,89,125,mate mateIn1 middlegame oneMove,https://lichess.org/SWXElkIy/black#24,French_Defense French_Defense_Normal_Variation
00Zks,8/P1R4p/5pk1/4q1p1/5P2/6KP/5QP1/7r b - - 0 51,e5c7 a7a8q c7c3 a8f3,1783,75,82,81,advancedPawn advantage defensiveMove endgame promotion short,https://lichess.org/CPhnVb98/black#102,
00a2M,r3r1k1/ppp2p1p/3p2pQ/8/1q6/3B1N2/nBK3PP/7R b - - 3 22,b4c5 c2b3 e8e5 f3e5 d6e5 h6h4,2080,215,-33,8,advantage defensiveMove long middlegame,https://lichess.org/PReNb2iq/black#44,
00a98,4r1k1/p4p2/1p3q1p/1P6/3b2p1/P3B1P1/Q1P2PKP/4R3 w - - 0 32,e3d4 f6f3 g2f1 f3h1,1623,96,81,18,endgame mate mateIn2 short,https://lichess.org/pgdIGRB3#63,
00aBq,r2r2k1/pp3ppp/1qn2b2/3R4/4QB2/1P3N2/P4PPP/4R1K1 b - - 0 18,d8d5 e4e8 a8e8 e1e8,934,81,88,312,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/0AybhVJm/black#36,Queens_Pawn_Game Queens_Pawn_Game_London_System
00aDl,r5k1/1p3p2/2p1ppp1/3p4/2nP4/1QB2B1P/rPP2PP1/qNKR3R w - - 3 22,f3e2 a1b1 c1b1 a2a1,1439,72,96,22205,attraction mate mateIn2 middlegame queensideAttack sacrifice short,https://lichess.org/pc79SSEd#43,
00aEe,rn3rk1/p4p1p/1p4p1/2p5/3n2PP/2Q4N/qPP3B1/2KR3R w - - 2 19,g2a8 d4e2 c1d2 e2c3,1459,133,64,11,crushing fork middlegame short,https://lichess.org/sWKGI4XE#37,French_Defense French_Defense_Paulsen_Variation
00aL1,8/5pr1/1Q4k1/p2pp3/5Rp1/6P1/5PKP/3q4 b - - 1 33,g6h7 f4f5 d1f3 f5f3,2007,79,66,57,advantage endgame short,https://lichess.org/UKybXdi1/black#66,
00aME,r1b2rk1/2qnbppp/3p1n2/1pp5/4PP2/1PNQ1N2/P3B1PP/1RB2RK1 w - - 0 14,d3b5 c8a6 b5a6 a8a6,1389,76,86,590,advantage middlegame short,https://lichess.org/16LXTr5C#27,Center_Game Center_Game_Other_variations
00aYp,2rq1rk1/p1n1bp2/1p2p1pN/3nP2p/3P3P/P2Q1N2/1P4P1/RBB3K1 b - - 1 21,g8g7 h6f7 f8f7 d3g6,1820,78,74,70,crushing master middlegame short,https://lichess.org/AaaUgm4I/black#42,
00aZ3,8/6k1/1n6/1K2p1p1/P5P1/1B3r2/1PP5/8 b - - 1 36,b6d5 b3d5 f3f4 a4a5 e5e4 a5a6 e4e3 a6a7,2085,76,90,383,advancedPawn crushing endgame hangingPiece quietMove veryLong,https://lichess.org/0yMvFk5C/black#72,
00abm,r1b1k2r/ppp2p2/2nppq1p/3P2p1/1bP3P1/2N2N2/PP2PPP1/2RQKB1R b Kkq - 0 11,c6e5 d1a4 e8f8 a4b4,1350,76,56,191,crushing fork middlegame short,https://lichess.org/6xRIE4k2/black#22,English_Opening English_Opening_Anglo-Indian_Defense
00ae5,2r1kb1r/1p3pp1/pqn1pnp1/3p4/1P1P1B2/P1N2N1P/2P2PP1/R2QK2R b KQk - 0 13,c6b4 c3a4 b6b5 a3b4,2284,193,100,10,equality middlegame short,https://lichess.org/VPTKzgUW/black#26,
00agR,8/5pp1/p4n1p/1p2k3/8/1PK1P3/P1B2P1P/8 w - - 2 31,h2h3 f6e4 c2e4 e5e4,1954,75,98,590,crushing endgame short,https://lichess.org/MUIpGzM3#61,
00all,6k1/5ppp/4p1b1/1N1pP3/1P1n4/r7/5PPP/2R2BK1 b - - 0 25,d4b5 c1c8,488,96,86,65,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/84IXBueE/black#50,
00asK,2r3k1/R4ppp/8/4P3/4Q3/1qn3B1/5PPP/2R3K1 w - - 0 30,c1c3 b3d1 e4e1 d1e1,1480,88,86,88,endgame mate mateIn2 short,https://lichess.org/hlWKSG6i#59,
00awL,4q1r1/k2r1Rp1/ppp4p/2Qp4/3P4/2P1P3/PP4P1/2K2R2 w - - 0 35,c5c6 d7f7 f1f7 e8f7,1610,82,79,90,crushing endgame short,https://lichess.org/TPaROV8B#69,
00b6f,6k1/8/5B2/1R3pK1/6p1/6P1/P4P1q/8 w - - 0 41,g5f5 h2h5 f6g5 h5f7 f5g4 f7c4,1714,89,77,31,crushing endgame long,https://lichess.org/8DcVY76B#81,
00b7t,r2qr1k1/pb3pp1/1p4n1/3p4/1P2p2p/P1P1N1P1/2Q1PPBP/3R1RK1 w - - 0 20,g2e4 e8e4 c2e4 d5e4 d1d8 a8d8,1540,74,93,498,advantage long middlegame,https://lichess.org/USUzRjja#39,
00bFH,4r1k1/1q3ppp/3B1n2/p2P4/8/Pp3Q1P/5PPN/1R4K1 w - - 0 27,f3b3 e8e1 b1e1 b7b3,1602,168,100,17,deflection equality middlegame short,https://lichess.org/E8lzVecv#53,
00bGq,1k3r2/ppp2r1p/1b1pQP1p/8/3P3P/2P3R1/Pq4P1/5R1K b - - 0 22,b2b5 e6f7 b5f1 h1h2 f8c8 f7e6,2758,117,87,167,advantage long middlegame,https://lichess.org/GVwrEInE/black#44,
00bQA,r7/6k1/2b1R1n1/1p3nR1/1P1p3p/3P1PpP/2N3P1/6K1 b - - 0 40,f5e7 e6e7 g7f6 g5g6 f6e7 g6c6 e7d7 c6c5,2165,78,87,576,crushing exposedKing master middlegame pin skewer veryLong,https://lichess.org/1NlzMdB5/black#80,
00bQR,2r4r/pp1k1ppp/1q2p3/3pP3/Pb1n4/1P1Q4/3B1PPP/RN3RK1 b - - 5 15,c8c2 a4a5 b6c5 d2b4 c5b4 a1a4,2468,88,84,89,advantage long middlegame,https://lichess.org/1RHiWlzj/black#30,French_Defense French_Defense_Advance_Variation
00bTs,2r4k/6bP/8/3p4/pp1qn3/3N1Q2/PPP3R1/1K5R w - - 5 35,g2g7 e4d2 b1a1 d2f3,1011,77,97,789,advantage fork middlegame short,https://lichess.org/PDAfQk7l#69,
00bWA,2r1r1k1/3qbppp/pB6/3ppP2/2p1Q3/P6P/BPP3P1/R4RK1 w - - 0 22,e4e5 e7c5 e5d4 c5d4,1026,84,90,363,crushing middlegame short,https://lichess.org/JvdmqrAX#43,
00bXU,5r1k/p3q1p1/1p4pp/1P1BP1n1/2P1n1P1/5N1P/6Q1/5RK1 b - - 4 34,g5f3 f1f3 f8f3 g2f3,1472,263,100,6,equality middlegame short,https://lichess.org/hnvrdsFu/black#68,
00bZ2,4b1k1/1r2P2p/p1p3pP/6q1/3Q4/PB6/1PP3P1/1K6 b - - 0 36,b7b3 d4g7,802,86,100,30,endgame mate mateIn1 oneMove,https://lichess.org/PL5NKKII/black#72,
00baZ,r7/8/p1k5/1p1p1pn1/3R3p/2P1P2P/5P2/R5K1 w - - 0 31,d4h4 g5f3 g1g2 f3h4,813,86,88,396,crushing endgame fork short,https://lichess.org/tNXaI1nN#61,
00bgO,8/8/1p1nk3/p2N4/2P1p3/PP2K3/8/8 b - - 4 46,e6d7 d5b6 d7c6 b6a4,2422,76,80,138,crushing defensiveMove endgame knightEndgame short,https://lichess.org/kVsJ1quC/black#92,
00bhw,8/2pR3p/1p1b3k/p2B2pP/P1P2rP1/5P2/4r3/5R1K b - - 0 31,f4d4 d5e4 d4e4 f3e4,2237,80,90,507,crushing endgame short,https://lichess.org/CVsMMWzy/black#62,
00blC,5r2/1Pk5/8/K7/8/1P3B2/8/8 w - - 1 47,f3d5 f8f5 b7b8b c7b8 a5b5 f5d5,1034,80,83,46,crushing endgame long pin,https://lichess.org/IdlWudUv#93,
00bmj,r2q1k1r/p1p2ppp/1p6/8/3n2b1/1Q3NP1/PP1N1PP1/3RKB1R w K - 2 15,b3b4 c7c5 b4c4 d8e7 f1e2 b6b5 c4d3 g4f5 d3d4 c5d4,2446,83,38,94,advantage defensiveMove opening pin veryLong,https://lichess.org/FrYWZCWt#29,Queens_Pawn_Game Queens_Pawn_Game_London_System
00bns,5nk1/1pp2ppp/p5q1/4PN2/2P2Q2/1P1rBP1P/r4P1K/4R3 b - - 5 30,f8e6 f5e7 g8f8 e7g6,983,136,67,31,crushing fork master middlegame pin short,https://lichess.org/qMrSgl2S/black#60,
00bnu,2r2rk1/2QR1p1p/p3p1p1/1p4q1/5P2/P1N5/BPP3bP/2K4R w - - 1 20,c7c8 g5f4 c1b1 f8c8,1557,76,88,3246,advantage intermezzo middlegame short,https://lichess.org/zPFxVXT4#39,
00bou,r1b1k1nr/pppp1ppp/3b4/3N2B1/3p4/8/PP1KBPPP/4R2R b kq - 3 11,f7f6 e2h5 e8f8 e1e8,1463,80,68,123,doubleCheck mate mateIn2 middlegame short,https://lichess.org/MIYxu2Dz/black#22,Kings_Pawn_Game Kings_Pawn_Game_McConnell_Defense
00bpH,8/5p2/pq5p/1p5k/6B1/6P1/P6P/2Q4K b - - 0 36,h5g4 c1f4 g4h5 f4f5,1848,76,67,470,endgame mate mateIn2 queenEndgame short,https://lichess.org/vVLXcQQI/black#72,
00byq,2r3k1/2r1bppp/3ppn2/qp6/3BP3/1Q4P1/PP3PBP/1RR3K1 w - - 5 21,d4e3 c7c1 b1c1 c8c1 e3c1 a5e1 g2f1 e1c1,997,81,91,480,advantage fork middlegame pin veryLong,https://lichess.org/gofuvC2L#41,
00bzC,r1r3k1/2p3p1/p2p3p/Pp1Pp3/4P3/3P1p1q/R1Q2P1N/4R1K1 w - - 0 28,g1h1 h3g2,865,81,100,41,mate mateIn1 middlegame oneMove,https://lichess.org/VwQi9pgI#55,
00bzy,4k1r1/p1p5/2P4p/3rNp2/1b1BnP1p/4PR1P/P6K/1R6 b - - 1 27,e4d2 b1b4 d2f3 e5f3,1543,90,84,55,advantage middlegame short,https://lichess.org/hR3zgrkT/black#54,
00c0D,rnb1k2r/ppB2p2/8/3p2p1/3Q2np/2N2NK1/PPP1B1PP/R6R w kq - 0 14,g3h3 g4f2,838,92,69,48,doubleCheck mate mateIn1 middlegame oneMove,https://lichess.org/JCwpco4I#27,Queens_Pawn_Game Queens_Pawn_Game_Zukertort_Variation
00c89,2r2rk1/6pp/p1q5/1pn2p2/1B1pPP2/3Pn1QB/1PP2R1P/6RK b - - 3 24,f8f6 g3g7,402,89,100,285,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/qy4azPDa/black#48,
00cCK,3r4/1p3k1p/p1b2pp1/8/3rN3/P4P2/1P3KPP/3RR3 w - - 0 27,f2e3 d4d1 e1d1 d8d1,1250,77,82,452,crushing endgame short,https://lichess.org/K8cZoJ8R#53,
00cW9,rn2kb1r/1bq2pp1/p3p2p/1p1nP3/2pP3B/2N2N2/1P1QBPPP/R4RK1 b kq - 1 13,f8b4 c3d5 b7d5 d2b4,1017,86,94,1025,advantage capturingDefender discoveredAttack middlegame short,https://lichess.org/gmYIh1Kp/black#26,Slav_Defense Slav_Defense_Geller_Gambit
00cZ4,8/2R5/6pk/p3p2p/4Nq2/5n1P/P2R2P1/7K w - - 0 41,d2f2 f4h2,1071,80,87,201,endgame mate mateIn1 oneMove,https://lichess.org/uEKnkWhW#81,
00cZE,4k3/5p2/3r4/pRp3Pp/2P1p3/6P1/1KP4P/8 w - - 0 31,b5c5 e4e3 g5g6 e8f8 c5a5 e3e2,2549,87,79,38,advancedPawn crushing endgame long rookEndgame,https://lichess.org/GXkr4U3u#61,
00ccX,r4rk1/1p1b1pbp/p1pp2p1/8/2PNq3/1P2P2P/PB1Q1PP1/R2R2K1 w - - 0 19,d2d3 e4d3 d1d3 c6c5 b2c3 c5d4,1629,74,93,1781,crushing long middlegame,https://lichess.org/8wwce0l0#37,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Indian_Variation
00ct0,4rrk1/pp4pp/2p1b3/4q3/4Bb2/1PPQ4/P4PP1/R1B2R1K w - - 3 22,c1f4 f8f4 e4h7 g8h8 h1g1 f4h4 f2f4 e5c5,2210,76,86,179,crushing middlegame veryLong,https://lichess.org/LbmI3g6K#43,
00cud,8/5p2/6p1/1p1N1k2/1PbK4/2P3P1/8/8 b - - 0 48,c4f1 d5e3 f5e6 e3f1,965,75,98,1267,crushing endgame fork master short,https://lichess.org/XdT6vR6T/black#96,
00cxG,2r5/3RQ2p/6pk/8/5q1P/1P6/2K5/8 w - - 16 42,c2b2 f4c1 b2a2 c8c2,2058,94,76,33,endgame mate mateIn2 short,https://lichess.org/qctk0UXT#83,
00d1o,r2qk1nr/pbpp1pbp/1p2p1p1/3Pn3/2P1P3/3B1N2/PP3PPP/RNBQ1RK1 w kq - 0 8,c1g5 e5f3 d1f3 d8g5,1099,78,92,695,crushing kingsideAttack opening short,https://lichess.org/Twrqm0Jp#15,English_Defense English_Defense_Other_variations
00d5g,2b2rk1/pp4p1/2p5/4r3/2B5/1P6/P4pK1/5R2 b - - 4 32,g8h8 f1h1 c8h3 h1h3 e5h5 h3h5,1022,82,93,574,endgame long mate mateIn3,https://lichess.org/Vf4zaDk5/black#64,
00d8a,r1b1k2r/1p3p2/p1pqp3/2b2Ppp/4P1n1/2NB3P/PPP3P1/R2QBR1K w kq - 1 15,d1f3 d6h2,1088,76,89,377,master mate mateIn1 middlegame oneMove,https://lichess.org/nWjnzIeC#29,Sicilian_Defense Sicilian_Defense_Kan_Variation
00d9q,1r1q1r2/Q2k3p/2pp1npb/2p2P2/8/2N5/PP3PPP/4RRK1 b - - 0 19,d8c7 e1e7 d7e7 a7c7,1149,75,98,550,attraction crushing deflection middlegame short,https://lichess.org/kbUk4cWh/black#38,
00dCs,rn1q2k1/pbp1nrpp/1p2Q3/8/3P4/B1P1P3/P3NPPP/R4RK1 b - - 2 14,b7d5 a3e7 d8d7 e6d7,1154,76,91,616,advantage middlegame short,https://lichess.org/sdm8JiCZ/black#28,Queens_Gambit_Accepted Queens_Gambit_Accepted_Old_Variation
00dTO,5q2/5rk1/3p1np1/p1p5/1pP2NP1/3PNp1P/PP5K/3Q4 b - - 1 30,f6d7 f4e6 g7g8 e6f8,764,86,95,2113,crushing endgame fork short,https://lichess.org/AQ7wJCy0/black#60,
00dTd,3r4/ppp1Q3/1b2kP2/8/4qp2/P1Pr4/1P3P2/1K2N3 b - - 5 31,e6d5 e7d8 d5c6 e1d3,2088,79,89,573,advantage endgame hangingPiece short,https://lichess.org/UVi7iEcB/black#62,
00dUW,4k2r/1pb3pp/p4p2/2P1p2b/1PBn4/P3N1P1/3B1P1P/5RK1 w k - 3 23,e3d5 d4f3 g1g2 f3d2,1256,77,85,192,crushing fork middlegame short,https://lichess.org/RnKoYsGf#45,
00dnp,8/Q7/7r/8/6K1/1r2k1p1/6P1/8 b - - 2 64,e3e2 a7a2 e2e3 a2b3,1312,75,95,18388,crushing endgame fork master queenRookEndgame short,https://lichess.org/hMbf0KPM/black#128,
00dpQ,6k1/5ppp/8/4rP2/1r4P1/2RK3P/8/7B b - - 0 47,b4b5 c3c8 e5e8 c8e8,560,101,95,388,backRankMate endgame mate mateIn2 short,https://lichess.org/8DGDxXX7/black#94,
00dqP,r1b2rk1/5p1p/p3pP2/1p1p4/5q1n/1P5P/P1P1QPB1/1K1R2R1 b - - 2 21,f4f6 g2d5 h4g6 d5a8,1871,74,93,584,advantage discoveredAttack middlegame short,https://lichess.org/6NRhzen2/black#42,
00dt1,Q7/8/3B4/2p5/Krkn4/8/8/8 w - - 1 54,a4a3 d4b5 a3a2 b5c3 a2a1 b4b1,2261,79,94,5361,arabianMate endgame exposedKing fork long mate mateIn3,https://lichess.org/AQkAsoMX#107,
00dwJ,2r5/2r3k1/p1q1b1pp/3pn3/3R4/4P1N1/PQ4PP/R5K1 b - - 7 32,c6c1 a1c1 c7c1 g3f1,1854,74,97,601,advantage defensiveMove middlegame short,https://lichess.org/jAiL6A2t/black#64,
00dyB,2rq1r2/4pBkp/pn1P1bp1/1p2N3/3PR3/P4Q2/1P3PPP/3R2K1 w - - 1 25,f7e6 f6e5 d6e7 d8e7 f3e3 e7e6,1884,74,90,137,advantage long master middlegame,https://lichess.org/DAndMjSb#49,
00dzs,3k1b1r/1p1n1ppp/1B6/1p6/8/5K2/PPr2PPP/3RR3 b - - 1 19,d8c8 e1e8,766,93,95,210,mate mateIn1 middlegame oneMove,https://lichess.org/zvBG4Lv4/black#38,
00e63,r4r1k/pp4pp/1qpp1b2/4p3/N3P3/3Q4/PPP2PPP/3RR1K1 b - - 3 16,b6d4 d3b3 b7b5 d1d4,1839,80,79,46,advantage discoveredAttack middlegame short trappedPiece,https://lichess.org/9lp8nVz7/black#32,Scotch_Game Scotch_Game_Other_variations
00e6J,r5k1/pb2r1p1/1p2pQ2/2b1N3/5P2/PP5P/4p2K/3R2R1 w - - 0 33,d1e1 c5g1 e1g1 e2e1q f6e6 e7e6,1494,76,88,111,advancedPawn advantage long middlegame promotion,https://lichess.org/S92jnNLj#65,
00e7H,8/7p/p1p4k/1p1p4/3Qpq2/2P2NpP/PP4K1/8 w - - 0 44,f3d2 c6c5 d4c5 f4d2,1895,75,94,8065,advantage deflection endgame master masterVsMaster short,https://lichess.org/DTE43D0V#87,
00e88,r3kb1r/pp1q1p1p/8/2np2p1/5N2/6P1/PPQPPP1P/R1B2RK1 w kq - 0 16,c2c3 d5d4 f4h5 d4c3,2009,82,84,40,advantage middlegame short,https://lichess.org/5yy8lf1s#31,English_Opening English_Opening_Anglo-Indian_Defense
00eAX,6k1/ppprN1pp/8/8/2r5/2P5/P5PP/3R1RK1 b - - 5 26,d7e7 d1d8 e7e8 d8e8,791,91,100,45,endgame mate mateIn2 rookEndgame short,https://lichess.org/MrdsMkpV/black#52,
